address,alt_addr,canonical_addr,used,type,class_,icon,latitude,longitude,found_country,country_code,country_name
"Surrey, England",,,1,,,,51.2715316,-0.3414524,True,GB,England
"Clyde Twp, Whiteside, Illinois, USA",,,1,,,,41.7612332,-89.9214744,True,US,USA
"Tampico, Whiteside, Illinois, USA",,,1,,,,41.6324811,-89.7850393,True,US,USA
"Epson, Surrey, England",,,1,,,,51.2715316,-0.3414524,True,GB,England
England,,,1,,,,52.5310214,-1.2649062,True,GB,England
"Port Tobacco, Charles, Maryland, USA",,,1,,,,38.5112633,-77.0204083,True,US,USA
"Frederick, Maryland, USA",,,1,,,,39.415779,-77.4127562,True,US,USA
"Charles, Maryland, USA",,,1,,,,38.4991611,-77.027847,True,US,USA
"Loudon, Laurel, Kentucky, USA",,,1,,,,37.1000973,-84.1148273,True,US,USA
"Anchorage, Jefferson, Kentucky, USA",,,1,,,,38.2665993,-85.5330114,True,US,USA
"Galveston, Galveston, Texas, USA",,,1,,,,29.3056996,-94.7933252,True,US,USA
"Jefferson, Kentucky, USA",,,1,,,,38.1787175,-85.664528,True,US,USA
"Owensboro, Daviess, Kentucky, USA",,,1,,,,37.7742152,-87.1133304,True,US,USA
"Russellville, Franklin, Alabama, USA",,,1,,,,34.5042652,-87.7332823,True,US,USA
"Petersburg, Independent Cities, Virginia, USA",,,1,,,,37.1232245,-78.4927721,True,US,USA
"Phoenix, Maricopa, Arizona, USA",,,1,,,,33.4484367,-112.074141,True,US,USA
"Scottsdale, Maricopa, Arizona, USA",,,1,,,,33.4942189,-111.926018,True,US,USA
"Great Barrington, Berkshire, Massachusetts, USA",,,1,,,,42.1939364,-73.362773,True,US,USA
"Pittsfield, Berkshire, Massachusetts, USA",,,1,,,,42.4484778,-73.2541069,True,US,USA
"Orient, Suffolk, New York, USA",,,1,,,,41.1372575,-72.2795773,True,US,USA
"Manhattan, New York, New York, USA",,,1,,,,40.7896239,-73.9598939,True,US,USA
"Galesburg, Knox, Illinois, USA",,,1,,,,40.9475652,-90.3712169,True,US,USA
"Galty, Knockweaddown, Ireland",,,1,,,,52.865196,-7.9794599,True,IE,Ireland
"St Joseph, Andrew, Missouri, USA",,,1,,,,40.115276,-94.8239361,True,US,USA
"St Marys, Elk, Pennsylvania, USA",,,1,,,,41.4280432,-78.5611275,True,US,USA
"Los Angeles, Los Angeles, California, USA",,,1,,,,34.0536909,-118.242766,True,US,USA
"Hempstead, Nassau, New York, USA",,,1,,,,40.6736812,-73.6190736,True,US,USA
"Cape May, New Jersey, USA",,,1,,,,39.1765386,-74.8012119,True,US,USA
"Smith Cemetery, Greene, Pennsylvania, USA",,,1,,,,39.9128529,-80.117838,True,US,USA
"Morgan Twp, Greene, Pennsylvania, USA",,,1,,,,39.956853,-80.0968188,True,US,USA
"Springfield, Columbiana, Ohio, USA",,,1,,,,40.889855,-80.6785145,True,US,USA
"Shrewsbury, Monmouth, New Jersey, USA",,,1,,,,40.3295547,-74.0615285,True,US,USA
"Butlerville, Jennings, Indiana, USA",,,1,,,,39.0344983,-85.5127432,True,US,USA
"Jefferson Twp, Fayette, Pennsylvania, USA",,,1,,,,40.054026,-79.8336541,True,US,USA
"Whittier, Los Angeles, California, USA",,,1,,,,33.9749136,-118.0338664,True,US,USA
"New Jersey, USA",,,1,,,,40.0757384,-74.4041622,True,US,USA
"Burlington, New Jersey, USA",,,1,,,,39.9325409,-74.7226665,True,US,USA
"West Branch, Cedar, Iowa, USA",,,1,,,,41.6720735,-91.3459735,True,US,USA
"Massachusetts, USA",,,1,,,,42.3788774,-72.032366,True,US,USA
"Mahoning, Ohio, USA",,,1,,,,40.9830133,-80.7826416,True,US,USA
"Springfield, Mahoning, Ohio, USA",,,1,,,,40.917222,-80.6058743,True,US,USA
"Baltimore, Maryland, USA",,,1,,,,39.2908816,-76.610759,True,US,USA
"Gunpowder, Harford, Maryland, USA",,,1,,,,39.4374278,-76.3690732,True,US,USA
"Monmouth, New Jersey, USA",,,1,,,,40.2932319,-74.1671114,True,US,USA
"Richland, Bucks, Pennsylvania, USA",,,1,,,,40.4454352,-75.3139227,True,US,USA
"Columbiana, Ohio, USA",,,1,,,,40.7787016,-80.7648602,True,US,USA
"Colerain, Belmont, Ohio, USA",,,1,,,,40.1259045,-80.8086973,True,US,USA
"Elk Twp., Vinton, Ohio, USA",,,1,,,,39.2614972,-82.474952,True,US,USA
"La Habra, Orange, California, USA",,,1,,,,33.9316066,-117.9454867,True,US,USA
"Yorba Linda, Orange, California, USA",,,1,,,,33.8901096,-117.8249705,True,US,USA
"Ely, White Pine, Nevada, USA",,,1,,,,39.2480588,-114.891718,True,US,USA
"West Point, Orange, New York, USA",,,1,,,,41.3926455,-73.9599242,True,US,USA
"Muncie, Delaware, Indiana, USA",,,1,,,,40.1936892,-85.3865271,True,US,USA
"Smith Twp, Washington, Pennsylvania, USA",,,1,,,,40.369102,-80.3668343,True,US,USA
"Mount Pleasant, Vinton, Ohio, USA",,,1,,,,39.3928463,-82.4568223,True,US,USA
"Swan, Vinton, Ohio, USA",,,1,,,,39.3363536,-82.4692571,True,US,USA
"New Plymouth, Vinton, Ohio, USA",,,1,,,,39.3847914,-82.3962649,True,US,USA
"Hocking, Ohio, USA",,,1,,,,39.4644491,-82.5469722,True,US,USA
"Vinton, Ohio, USA",,,1,,,,39.2744355,-82.4740302,True,US,USA
"Washington, Washington, Pennsylvania, USA",,,1,,,,40.17396,-80.2461714,True,US,USA
"Gettysburg, Adams, Pennsylvania, USA",,,1,,,,39.8308973,-77.231012,True,US,USA
"McArthur, Vinton, Ohio, USA",,,1,,,,39.2464596,-82.4784898,True,US,USA
"Harford, Maryland, USA",,,1,,,,39.548545,-76.3048991,True,US,USA
"Morgan, Ohio, USA",,,1,,,,39.5943953,-81.877978,True,US,USA
"Bigger Twp., Jennings, Indiana, USA",,,1,,,,38.9957749,-85.6359201,True,US,USA
"West Pike Run, Washington, Pennsylvania, USA",,,1,,,,40.0767335,-79.9831228,True,US,USA
"Goshen, Mahoning, Ohio, USA",,,1,,,,40.9450585,-80.9703679,True,US,USA
"Middletown, Cape May, New Jersey, USA",,,1,,,,39.271226,-74.7434965,True,US,USA
"Matlock, Derbyshire, England",,,1,,,,53.1374514,-1.5544694,True,GB,England
"Brandywine, New Castle, Delaware, USA",,,1,,,,39.8295563,-75.5343681,True,US,USA
"Delaware, USA",,,1,,,,38.6920451,-75.4013315,True,US,USA
"Fermanagh, Juniata, Pennsylvania, USA",,,1,,,,40.6129018,-77.4112056,True,US,USA
"Maryland, USA",,,1,,,,39.5162401,-76.9382069,True,US,USA
"Washington, Hocking, Ohio, USA",,,1,,,,39.4374403,-82.4543621,True,US,USA
"Centre, Pennsylvania, USA",,,1,,,,40.9381735,-77.7865722,True,US,USA
"Indianola, Warren, Iowa, USA",,,1,,,,41.3604966,-93.5613292,True,US,USA
"Perry, Ohio, USA",,,1,,,,39.6370289,-82.2044367,True,US,USA
"Colona, Henry, Illinois, USA",,,1,,,,41.4754634,-90.3603496,True,US,USA
"Colona Twp., Henry, Illinois, USA",,,1,,,,41.3418549,-90.1177442,True,US,USA
"Washington, Pennsylvania, USA",,,1,,,,40.1943798,-80.2541251,True,US,USA
"Morris, New Jersey, USA",,,1,,,,40.8679538,-74.5601181,True,US,USA
"Lancaster, Pennsylvania, USA",,,1,,,,40.0379958,-76.3056707,True,US,USA
"Salisbury Twp., Lancaster, Pennsylvania, USA",,,1,,,,40.0403575,-75.9937401,True,US,USA
"Ohio, USA",,,1,,,,40.2253569,-82.6881395,True,US,USA
"Belmont, Ohio, USA",,,1,,,,40.0057737,-81.0097516,True,US,USA
"Plumstead, Bucks, Pennsylvania, USA",,,1,,,,40.3862315,-75.1188504,True,US,USA
"Caln, Chester, Pennsylvania, USA",,,1,,,,39.9909398,-75.7802235,True,US,USA
"Warrington Twp., York, Pennsylvania, USA",,,1,,,,40.0656653,-76.9368682,True,US,USA
"Clover Hill, Washington, Pennsylvania, USA",,,1,,,,40.0859059,-79.97894,True,US,USA
"York, Pennsylvania, USA",,,1,,,,39.962493,-76.7276989,True,US,USA
"Pennsylvania, USA",,,1,,,,40.9699889,-77.7278831,True,US,USA
Wales,,,1,,,,52.2928116,-3.73893,True,GB,Wales
"Iowa, USA",,,1,,,,41.9216734,-93.3122705,True,US,USA
"Upper Darby, Delaware, Pennsylvania, USA",,,1,,,,39.9284459,-75.2737955,True,US,USA
"Christana, New Castle, Delaware, USA",,,1,,,,39.6159851,-75.662956,True,US,USA
"Roxbury, Morris, New Jersey, USA",,,1,,,,40.9026666,-74.6850935,True,US,USA
"Balleymoney, Antrim, Northern Ireland",,,1,,,,54.715139,-6.2192038,True,GB,United Kingdom
"Hampshire, West Virginia, USA",,,1,,,,39.3015109,-78.6212207,True,US,USA
"Antrim, Northern Ireland",,,1,,,,54.715139,-6.2192038,True,GB,United Kingdom
"Pikeland, Chester, Pennsylvania, USA",,,1,,,,40.1003815,-75.6115893,True,US,USA
"Coatesville, Chester, Pennsylvania, USA",,,1,,,,39.9831616,-75.8238355,True,US,USA
"New Castle, New Castle, Delaware, USA",,,1,,,,39.6620572,-75.5663132,True,US,USA
"Newberry, York, Pennsylvania, USA",,,1,,,,39.9582298,-76.7335665,True,US,USA
"Framingham, Middlesex, Massachusetts, USA",,,1,,,,42.2773177,-71.4165905,True,US,USA
"Northampton, Burlington, New Jersey, USA",,,1,,,,40.0362901,-74.8571998,True,US,USA
"Evesham, Burlington, New Jersey, USA",,,1,,,,39.851752,-74.8917412,True,US,USA
"Sinking Spring, Hodgenville, Larue, Kentucky, USA",,,1,,,,37.5737487,-85.740353,True,US,USA
"Springfield, Sangamon, Illinois, USA",,,1,,,,39.7990175,-89.6439575,True,US,USA
"Augusta, Virginia, USA",,,1,,,,38.1793809,-79.1525761,True,US,USA
"Farmington, Fulton, Illinois, USA",,,1,,,,40.6980933,-90.0059483,True,US,USA
"Campbell, Kentucky, USA",,,1,,,,38.9339799,-84.3715286,True,US,USA
"Gentryville, Spencer, Indiana, USA",,,1,,,,38.1042183,-87.0330532,True,US,USA
"Berks, Pennsylvania, USA",,,1,,,,40.4113762,-75.9433305,True,US,USA
"Freehold, Monmouth, New Jersey, USA",,,1,,,,40.2601096,-74.2737573,True,US,USA
"Linville, Rockingham, Virginia, USA",,,1,,,,38.521664,-78.8347536,True,US,USA
"Rockingham, Virginia, USA",,,1,,,,38.5080288,-78.8949442,True,US,USA
"Smithtown, Suffolk, New York, USA",,,1,,,,40.8559314,-73.2006687,True,US,USA
"McGaheysville, Rockingham, Virginia, USA",,,1,,,,38.372451,-78.7352814,True,US,USA
"Farnham, Richmond, Virginia, USA",,,1,,,,37.8854129,-76.6249557,True,US,USA
"Woodtown, Nelson, Kentucky, USA",,,1,,,,37.8078463,-85.4741595,True,US,USA
"Howard, Maryland, USA",,,1,,,,39.2305289,-76.9166241,True,US,USA
"Hingham, Plymouth, Massachusetts, USA",,,1,,,,42.2417669,-70.8897676,True,US,USA
"Amity, Berks, Pennsylvania, USA",,,1,,,,40.2679125,-75.7340051,True,US,USA
"Sussex, Delaware, USA",,,1,,,,38.6908097,-75.3691421,True,US,USA
"Chester, Cheshire, England",,,1,,,,53.1908873,-2.8908955,True,GB,England
"Oyster Bay, Nassau, New York, USA",,,1,,,,40.7696568,-73.4998608,True,US,USA
"Richmond, Virginia, USA",,,1,,,,37.5385087,-77.43428,True,US,USA
"Lancaster, Virginia, USA",,,1,,,,37.7625738,-76.4723233,True,US,USA
"Annapolis, Anne Arundel, Maryland, USA",,,1,,,,38.9786401,-76.492786,True,US,USA
"Anne Arundel, Maryland, USA",,,1,,,,38.9722583,-76.573454,True,US,USA
"Scituate, Plymouth, Massachusetts, USA",,,1,,,,42.1924492,-70.7261966,True,US,USA
"Gravesend, Long Island City, Queens, New York, USA",,,1,,,,40.7455316,-73.9484995,True,US,USA
"Kingston Deverill, Wiltshire, England",,,1,,,,51.1276618,-2.2188942,True,GB,England
"Virginia, USA",,,1,,,,37.1232245,-78.4927721,True,US,USA
"Piscataway, Middlesex, New Jersey, USA",,,1,,,,40.5462553,-74.4660408,True,US,USA
"Hingham, Norfolk, England",,,1,,,,52.5796849,0.9845613,True,GB,England
"Hull, Norfolk, Massachusetts, USA",,,1,,,,42.2684008,-70.956672,True,US,USA
"Witchampton, Dorset, England",,,1,,,,50.8579978,-2.0168718,True,GB,England
"Caversham, Oxfordshire, England",,,1,,,,51.4852265,-0.9480417,True,GB,England
"Weymouth, Norfolk, Massachusetts, USA",,,1,,,,42.2212188,-70.9391625,True,US,USA
"Lexington, Fayette, Kentucky, USA",,,1,,,,38.0464066,-84.4970393,True,US,USA
"Arlington, Arlington, Virginia, USA",,,1,,,,38.8809358,-77.1079246,True,US,USA
"Manchester, Bennington, Vermont, USA",,,1,,,,43.176909,-73.0568716,True,US,USA
"New York, New York, New York, USA",,,1,,,,40.7127281,-74.0060152,True,US,USA
"Pope's Creek, Westmoreland, Virginia, USA",,,1,,,,38.1420779,-76.9013489,True,US,USA
"Mount Vernon, Fairfax, Virginia, USA",,,1,,,,38.710179,-77.0888199,True,US,USA
"New Kent, Virginia, USA",,,1,,,,37.4974701,-76.9990453,True,US,USA
"Wakefield, Westmoreland, Virginia, USA",,,1,,,,38.1720754,-76.9491371,True,US,USA
"Ferry Farm, King George, Virginia, USA",,,1,,,,38.2786312,-77.175356,True,US,USA
"Fredericksburg, Spotsylvania, Virginia, USA",,,1,,,,38.2201846,-77.6014545,True,US,USA
"Westmoreland, Virginia, USA",,,1,,,,38.1153203,-76.7567355,True,US,USA
"Warner Hall, Gloucester, Gloucester, Virginia, USA",,,1,,,,37.3396678,-76.4746982,True,US,USA
"Whitehaven, Cumberland, England",,,1,,,,54.5474199,-3.5885335,True,GB,England
"Epping Forest, Lancaster, Virginia, USA",,,1,,,,37.7913044,-76.5258553,True,US,USA
"Cheshire, England",,,1,,,,53.2141028,-2.4717701,True,GB,England
"Purleigh, Essex, England",,,1,,,,51.6724344,0.695894,True,GB,England
"Washington, Westmoreland, Virginia, USA",,,1,,,,38.1918855,-76.9208322,True,US,USA
"York, Virginia, USA",,,1,,,,37.2230374,-76.5156945,True,US,USA
"Warner Hall, Virginia, USA",,,1,,,,37.3396678,-76.4746982,True,US,USA
"Naxera, Gloucester, Virginia, USA",,,1,,,,37.3406965,-76.4471701,True,US,USA
"Gloucester, Gloucester, Virginia, USA",,,1,,,,37.4148403,-76.529435,True,US,USA
"Millenbeck, Lancashire, England",,,1,,,,53.8611712,-2.5650945,True,GB,England
"Sulgrave, Northamptonshire, England",,,1,,,,52.1061958,-1.1915121,True,GB,England
"Maldon, Essex, England",,,1,,,,51.731198,0.6791849,True,GB,England
"Spratton, Northamptonshire, England",,,1,,,,52.3242384,-0.9496885,True,GB,England
"Tring, Hertfordshire, England",,,1,,,,51.7940357,-0.6609205,True,GB,England
"Gloucestershire, England",,,1,,,,51.7643786,-2.1880662,True,GB,England
"Norfolk, England",,,1,,,,52.666667,1.0,True,GB,England
"Stone Edge, Lancashire, England",,,1,,,,53.8633908,-2.2075841,True,GB,England
"Linkenholt, Hampshire, England",,,1,,,,51.3198054,-1.4762773,True,GB,England
"Yorktown, York, Virginia, USA",,,1,,,,37.2356655,-76.5136495,True,US,USA
"Brington, Northamptonshire, England",,,1,,,,52.2791465,-1.0251429,True,GB,England
"Tyes Hall, Cuckfield, Sussex, England",,,1,,,,51.0055129,-0.1393153,True,GB,England
"Little Creaton, Northamptonshire, England",,,1,,,,52.3378983,-0.9506195,True,GB,England
"Colne, Lancashire, England",,,1,,,,53.8567728,-2.1691238,True,GB,England
"Burnley, Lancashire, England",,,1,,,,53.7907262,-2.2439196,True,GB,England
"Saint-Martin-de-Ré, Departement de la Charente-Maritime, Poitou-Charentes, France",,,1,,,,45.7447048,-0.6552529,True,FR,France
"Nether Boddingto, Northamptonshire, England",,,1,,,,52.3106138,-0.865913,True,GB,England
"Radway Grange, Warwickshire, England",,,1,,,,52.3213064,-1.5536906,True,GB,England
"Blakesley, Northamptonshire, England",,,1,,,,52.1467426,-1.0877657,True,GB,England
"Great Creaton, Northamptonshire, England",,,1,,,,52.3414301,-0.9628308,True,GB,England
"Barnside, Lancashire, England",,,1,,,,53.6688447,-2.6790876,True,GB,England
"Faccombe, Hampshire, England",,,1,,,,51.3171692,-1.4425384,True,GB,England
"St Martin, Westminster, London, England",,,1,,,,51.5088275,-0.1266769,True,GB,England
"Scrivelsby, Lincolnshire, England",,,1,,,,53.1780161,-0.1023101,True,GB,England
"Williamsburg, Independent Cities, Virginia, USA",,,1,,,,37.1232245,-78.4927721,True,US,USA
"New Kent, New Kent, Virginia, USA",,,1,,,,37.511702,-76.9864946,True,US,USA
"Eltham, New Kent, Virginia, USA",,,1,,,,37.5237559,-76.8260735,True,US,USA
"Althorpe, Northamptonshire, England",,,1,,,,52.4035844,-0.7080124,True,GB,England
"Picadilliy, Middlesex, England",,,1,,,,51.5460558,-0.2537791,True,GB,England
"Ashe, Musbury, Devon, England",,,1,,,,50.7577146,-3.0248222,True,GB,England
"Blenheim, Oxfordshire, England",,,1,,,,51.8467429,-1.3765989,True,GB,England
"Milton, Norfolk, Massachusetts, USA",,,1,,,,42.2501425,-71.065573,True,US,USA
"College Station, Brazos, Texas, USA",,,1,,,,30.6183939,-96.3455991,True,US,USA
"Houston, Harris, Texas, USA",,,1,,,,29.7589382,-95.3676974,True,US,USA
"Rye, Westchester, New York, USA",,,1,,,,40.9821371,-73.6840902,True,US,USA
"Bristol, Rhode Island, USA",,,1,,,,41.6770463,-71.2661597,True,US,USA
"Bristol, Bristol, Rhode Island, USA",,,1,,,,41.6770463,-71.2661597,True,US,USA
"Springport, Cayuga, New York, USA",,,1,,,,42.853434,-76.6787565,True,US,USA
"Lebanon, New London, Connecticut, USA",,,1,,,,41.5703205,-72.1327453,True,US,USA
"Penfield, Monroe, New York, USA",,,1,,,,43.1301133,-77.4759588,True,US,USA
"Rochester, Monroe, New York, USA",,,1,,,,43.157285,-77.615214,True,US,USA
"Cambridge, Washington, New York, USA",,,1,,,,43.007994,-73.4392637,True,US,USA
"Cincinnati, Hamilton, Ohio, USA",,,1,,,,39.1014537,-84.5124602,True,US,USA
"Ithaca, Tompkins, New York, USA",,,1,,,,42.4374175,-76.5483724,True,US,USA
"Savannah, Chatham, Georgia, USA",,,1,,,,32.0790074,-81.0921335,True,US,USA
"Boston, Middlesex, Massachusetts, USA",,,1,,,,42.3504215,-71.1032247,True,US,USA
"Brick Church, East Orange, Essex, New Jersey, USA",,,1,,,,40.7654209,-74.2189954,True,US,USA
"Columbus, Franklin, Ohio, USA",,,1,,,,39.9622601,-83.0007065,True,US,USA
"Franklin, Ohio, USA",,,1,,,,39.5589474,-84.3041074,True,US,USA
"Watch Hill, Rhode Island, USA",,,1,,,,41.3142611,-71.849017,True,US,USA
"New York, New York, USA",,,1,,,,40.7127281,-74.0060152,True,US,USA
"Walker's Pt, York, Maine, USA",,,1,,,,43.3424285,-70.4597517,True,US,USA
"Roth, Down, Northern Ireland",,,1,,,,54.3518644,-5.9616165,True,GB,United Kingdom
"Rathfriland, Down, Northern Ireland",,,1,,,,54.2210443,-6.2748699,True,GB,United Kingdom
"Monroe, Missouri, USA",,,1,,,,39.494421,-91.9896892,True,US,USA
"Pike, Missouri, USA",,,1,,,,39.3683251,-91.1825617,True,US,USA
"St Louis, Missouri, USA",,,1,,,,38.6280278,-90.1910154,True,US,USA
"Hannibal, Marion, Missouri, USA",,,1,,,,39.7082498,-91.3587413,True,US,USA
"Culpeper, Virginia, USA",,,1,,,,38.4912207,-77.9618216,True,US,USA
"Indian Territory, USA",,,1,,,,40.8723802,-72.431364,True,US,USA
"Philadelphia, Pennsylvania, USA",,,1,,,,39.9527237,-75.1635262,True,US,USA
"Norwalk, Fairfield, Connecticut, USA",,,1,,,,41.2170934,-73.4255216,True,US,USA
"Ridgefield, Fairfield, Connecticut, USA",,,1,,,,41.2814842,-73.4981792,True,US,USA
"Ridgebury, Fairfield, Connecticut, USA",,,1,,,,41.3392118,-73.5122771,True,US,USA
"Connecticut, USA",,,1,,,,41.6500201,-72.7342163,True,US,USA
"Grand River, Ontario, Canada",,,1,,,,43.3670861,-80.3184977,True,CA,Canada
"Barnstable, Massachusetts, USA",,,1,,,,41.7016936,-70.3036163,True,US,USA
"Harwich, Barnstable, Massachusetts, USA",,,1,,,,41.6862224,-70.0758508,True,US,USA
"Oblong, New York, USA",,,1,,,,41.5846415,-73.5434695,True,US,USA
"Portage, Livingston, New York, USA",,,1,,,,42.5604851,-77.9955006,True,US,USA
"Stratford, Fairfield, Connecticut, USA",,,1,,,,41.1412078,-73.2637258,True,US,USA
"Cecil, Maryland, USA",,,1,,,,39.5729428,-75.9381806,True,US,USA
"Earleville, Cecil, Maryland, USA",,,1,,,,39.4153912,-75.9174417,True,US,USA
"Kennebunk, York, Maine, USA",,,1,,,,43.384092,-70.545273,True,US,USA
"Biddeford, York, Maine, USA",,,1,,,,43.4925843,-70.4533844,True,US,USA
"Tiffin, Defiance, Ohio, USA",,,1,,,,41.383501,-84.5158853,True,US,USA
"St. Stephen's, Cecil, Maryland, USA",,,1,,,,39.4254064,-75.9176859,True,US,USA
"Bloomington, Monroe, Indiana, USA",,,1,,,,39.1670396,-86.5342881,True,US,USA
"Rehoboth, Bristol, Massachusetts, USA",,,1,,,,41.8403786,-71.2494938,True,US,USA
"Swansea, Bristol, Massachusetts, USA",,,1,,,,41.7481575,-71.1897684,True,US,USA
"Poughkeepsie, Dutchess, New York, USA",,,1,,,,41.7065539,-73.9283672,True,US,USA
"Edgartown, Dukes, Massachusetts, USA",,,1,,,,41.3894198,-70.5129682,True,US,USA
"Pleasant Valley, Dutchess, New York, USA",,,1,,,,41.7583875,-73.802016,True,US,USA
"Little Compton, Newport, Rhode Island, USA",,,1,,,,41.5101085,-71.1711648,True,US,USA
"Lebanon, Grafton, New Hampshire, USA",,,1,,,,43.643032,-72.251587,True,US,USA
"Saratoga, New York, USA",,,1,,,,43.0833231,-73.8712155,True,US,USA
"Esopus, Ulster, New York, USA",,,1,,,,41.8278036,-73.965047,True,US,USA
