address,alt_addr,canonical_addr,used,type,class_,icon,latitude,longitude,found_country,country_code,country_name
Flensborg,"Flensburg, Germany","flensburg, germany",1,,,,54.7833021,9.4333264,True,DE,Germany
Frederiksborg,"Frederiksborg, Denmark","frederiksborg, denmark",1,,,,55.9285735,12.3063909,True,DK,Denmark
Odense,"Odense, Denmark","odense, denmark",1,,,,55.3997225,10.3852104,True,DK,Denmark
"Haderslev,Denmark",,,1,,,,55.2500715,9.4997871,True,DK,Denmark
Herzberg,"Herzberg, Germany","herzberg, germany",1,,,,51.6565219,10.3428415,True,DE,Germany
Coldingen,"Coldingham, Scottish Borders, Scotland, United Kingdom","coldingham, scotland, united kingdom",1,,,,55.8865,-2.1552,True,GB,United Kingdom
Sonderburg,"Sonderburg, Germany","sonderburg, germany",1,,,,54.9089186,9.7897999,True,DE,Germany
Kiel,"Kiel, Denmark","kiel, denmark",1,,,,54.3227085,10.135555,True,DK,Denmark
Keil,"Keil, Germany","keil, germany",1,,,,50.6271381,11.2234177,True,DE,Germany
Ludwigslust,"Ludwigslust, Germany","ludwigslust, germany",1,,,,53.3300229,11.4993644,True,DE,Germany
Glucksburg,"Glucksburg, Denmark","glucksburg, denmark",1,,,,54.8454448,9.5620334,True,DK,Denmark
Neustrelitz,"Neustrelitz, Germany","neustrelitz, germany",1,,,,53.3617163,13.0630004,True,DE,Germany
"Oldenburg,Germany",,,1,,,,53.1389753,8.2146017,True,DE,Germany
"Coburg,Germany",,,1,,,,50.2582226,10.964561,True,DE,Germany
"St Marguerite,Cemetery,France",,,1,,,,45.8057836,-0.2101927,True,FR,France
Claremont,"Claremont, United States","claremont, united states",1,,,,34.0966764,-117.7197785,True,US,United States
"Poissy,,,France",,,1,,,,48.9274192,2.0426301,True,FR,France
Perpignan,"Perpignan, France","perpignan, france",1,,,,42.6985304,2.8953121,True,FR,France
"Tunis,,,Africa","Tunis, Italy","tunis, italy",1,,,,36.8107673,10.1408787,True,IT,Italy
"Auvergne,France",,,1,,,,45.2968119,4.6604809,True,FR,France
"Vincennes,France",,,1,,,,48.8474508,2.4396714,True,FR,France
"Seville,,,Spain",,,1,,,,37.3886303,-5.9953403,True,ES,Spain
Glastonbury,"Glastonbury, England","glastonbury, england, England",1,,,,51.14804,-2.716577,True,GB,England
Malmesbury,"Malmesbury, England","malmesbury, england, England",1,,,,51.58447,-2.0982042,True,GB,England
"Cognac,France",,,1,,,,45.6931647,-0.3250175,True,FR,France
"Rambouillet,France",,,1,,,,48.6452851,1.819207,True,FR,France
"Abbey Barbeaux,Melun,France",,,1,,,,48.539927,2.6608169,True,FR,France
"Wantage,,,England",,,1,,,,51.5878072,-1.4249258,True,GB,England
"Goslar,,,Germany",,,1,,,,51.9059936,10.4266284,True,DE,Germany
"Liege,,,Belgium",,,1,,,,50.4708159,5.7735459,True,BE,Belgium
"Olesko,Now:,Ukraine,SSR","Olesko, Russia","olesko, russia",1,,,,48.6371609,34.9027961,True,NONE,
"Wilanow,Nr.,Warsaw,Poland",,,1,,,,52.1530829,21.1104411,True,PL,Poland
"Graz,Austria",,,1,,,,47.0708678,15.4382786,True,AT,Austria
"Nancy,Lorraine","Nancy, France","nancy, france",1,,,,48.6937223,6.1834097,True,FR,France
"Saint-Germain,en-Laye","Saint-Germain, France","saint-germain, france",1,,,,48.8990413,2.0942792,True,FR,France
"Gonesse,Nr: Paris,France",,,1,,,,48.8588897,2.320041,True,FR,France
"Mantes,France",,,1,,,,43.1467407,-0.3189166,True,FR,France
"Vitry-en-Brie,France",,,1,,,,46.603354,1.8883335,True,FR,France
"Lyons,France",,,1,,,,49.5032625,1.5854911,True,FR,France
"Longchamp,France",,,1,,,,47.260804,5.2864826,True,FR,France
"Nogent-le-Roi,France",,,1,,,,48.6485761,1.5322266,True,FR,France
"Le Mans,France",,,1,,,,48.0073849,0.1967849,True,FR,France
"Palace Royal,France,France",,,1,,,,48.816118,7.5331965,True,FR,France
"Bourges,France",,,1,,,,47.0811658,2.399125,True,FR,France
"Notre Dame,de Clery,France",,,1,,,,47.820139,1.755292,True,FR,France
Amboise,"Amboise, France","amboise, france",1,,,,47.4110351,0.983698,True,FR,France
Modano,"Modano, United States","modano, united states",1,,,,29.5463995,-95.4933307,True,US,United States
"Nora,Sweden",,,1,,,,59.533333,15.016667,True,SE,Sweden
"Bruges,Flanders","Bruges, Belgium","bruges, belgium",1,,,,51.2085526,3.226772,True,BE,Belgium
"Sandringham,England",,,1,,,,52.8427652,0.4318137,True,GB,England
Canada,,,1,,,,61.0666922,-107.991707,True,CA,Canada
Austria,,,1,,,,47.59397,14.12456,True,AT,Austria
France,,,1,,,,46.603354,1.8883335,True,FR,France
"Nr Cassel,France",,,1,,,,50.8000011,2.4868314,True,FR,France
Zuidschote,"Zuidschote, France","zuidschote, france",1,,,,50.9129617,2.8285726,True,FR,France
"Winter Palace,,St. Petersburg,Russia","Winter Palace, St Petersburg, Russia","winter palace street, petersburg, russia",1,,,,59.9404625,30.3151887,True,NONE,
"Whippingham,Isle of Wight","Whippingham, England","whippingham, england, England",1,,,,50.740502,-1.2703607,True,GB,England
"Chapel Royal,St. James Palace","Chapel Royal, St James Palace, London, England","london, england, England",1,,,,51.5055097,-0.1368605,True,GB,England
"Osborne House,Isle of Wight","Osborne House, England",England,1,,,,50.7505771,-1.2700819,True,GB,England
"St. Paul's,Cathedral,London,England",,,1,,,,51.4958266,-0.1394181,True,GB,England
"Chateau de Cande,Monts,,France",,,1,,,,47.2969202,0.6642474,True,FR,France
"Windsor Castle,,,England",,,1,,,,51.4837886,-0.6040419,True,GB,England
"Windsor,England",,,1,,,,51.4837886,-0.6040419,True,GB,England
"St. Margarets,Westminster,England",,,1,,,,51.5004439,-0.1265398,True,GB,England
Caxton Hall,"Caxton Hall, England","caxton hall, england, England",1,,,,51.4986976,-0.134922,True,GB,England
"Carlton House,London,England",,,1,,,,51.5345813,-0.198555,True,GB,England
Bolongne,"Boulogne-sur-Mer, Pas-de-Calais, France","passage de calais, boulogne-sur-mer, france",1,,,,50.7264,1.6147,True,FR,France
"Chapel Royal,St. James","Chapel Royal, England","royal, england, England",1,,,,51.1270155,0.2599546,True,GB,England
"Church of,San Jeronimo,Madrid,Spain",,,1,,,,40.414505,-3.6909511,True,ES,Spain
"Bucharest,Romania",,,1,,,,44.4361414,26.1027202,True,RO,Romania
"Oslo Cathedral,Oslo,Norway",,,1,,,,59.9125115,10.747012,True,NO,Norway
"Tegernsee,,Bavaria",,,1,,,,47.7099191,11.7543337,True,NONE,
"Chapel Royal,St. James,England",,,1,,,,51.1270155,0.2599546,True,GB,England
Breda,"Breda, Netherlands","breda, netherlands",1,,,,51.5887845,4.7760237,True,NL,Netherlands
"Dover,,England",,,1,,,,51.1251275,1.3134228,True,GB,England
Monte Fiascone,"Monte Fiascone, Italy","monte fiascone, italy",1,,,,45.6632366,13.7974382,True,IT,Italy
Marcerata,"Macerata, Marche, Italy","macerata marche, italy",1,,,,43.3002,13.453,True,IT,Italy
"Canterbury,,England",,,1,,,,51.2800275,1.0802533,True,GB,England
"Portsmouth,England",,,1,,,,50.800031,-1.0906023,True,GB,England
"Westminster,,England",,,1,,,,51.5004439,-0.1265398,True,GB,England
"Chichester,Register Office,England",,,1,,,,51.4480097,-0.32432,True,GB,England
"Dummer,,England",,,1,,,,51.2123026,-1.1564776,True,GB,England
"St. Pauls Cath.,London,England",,,1,,,,51.4893335,-0.1440551,True,GB,England
Holyrod Abbey,"Holyrood Abbey, Edinburgh, Scotland","holyrood abbey, edinburgh, scotland, Scotland",1,,,,55.952,-3.171,True,GB,Scotland
Abbeville,"Abbeville, France","abbeville, france",1,,,,50.1060835,1.8337029,True,FR,France
"Grey Friars Ch.,Greenwich,England",,,1,,,,51.4820845,-0.0045417,True,GB,England
"York Place,,England",,,1,,,,51.5594233,0.0690757,True,GB,England
"Durham House,London,England",,,1,,,,51.5091059,-0.1234273,True,GB,England
"Salem,Bavaria",,,1,,,,53.6563082,10.8253152,True,NONE,
"Dinard,,France",,,1,,,,48.6320379,-2.0580178,True,FR,France
"Asker,Near Oslo,Norway",,,1,,,,61.1529386,8.7876653,True,NO,Norway
Odessa,"Odesa, Russia","odesa, russia",1,,,,46.4843023,30.7322878,True,NONE,
"St. Stephen's,Chapel,Westminster,England",,,1,,,,51.5105657,-0.1198932,True,GB,England
"Rio de Janerio,Brazil",,,1,,,,-10.3333333,-53.2,True,BR,Brazil
"Amsterdam,Netherlands",,,1,,,,52.3730796,4.8924534,True,NL,Netherlands
"Titchfield,Abbey,Hants","Titchfield, Hampshire, England","titchfield, england, England",1,,,,44.9849414,-64.1114622,True,GB,England
Troyes,"Troyes, France","troyes, france",1,,,,48.2971626,4.0746257,True,FR,France
Arundel Castle,"Arundel Castle, England",England,1,,,,50.856776,-0.5540305,True,GB,England
York Minster,"York Minster, England","york, minster, england, England",1,,,,53.9623561,-1.0820834,True,GB,England
Reading,"Reading, England","reading, england, England",1,,,,51.4514953,-0.9836342,True,GB,England
Ni jmegen,"Nijmegen, Gelderland, Netherlands","nijmegen, gelderland, netherlands",1,,,,51.842,5.852,True,NL,Netherlands
Las Huelgas,"Las Huelgas, Spain","las huelgas, spain",1,,,,38.0135643,-3.7968446,True,ES,Spain
"Canterbury,Cathedral","Canterbury, England","canterbury, england, England",1,,,,51.2797999,1.082766,True,GB,England
Therouenne,"Thérouanne, France","therouanne, france",1,,,,48.444586,2.7526389,True,FR,France
Leghorn,"Leghorn, Italy","leghorn, italy",1,,,,42.7902379,10.3402239,True,IT,Italy
Marlebridge,"Marlborough, Wiltshire, England","marlborough, england, England",1,,,,51.42,-1.73,True,GB,England
Mainz,"Mainz, France","mainz, france",1,,,,49.9995205,8.2736253,True,FR,France
Biarritz,"Biarritz, France","biarritz, france",1,,,,43.4832523,-1.5592776,True,FR,France
Roquefort,"Roquefort, France","roquefort, france",1,,,,43.7589265,0.6032061,True,FR,France
"St Jean-de-Luz,France",,,1,,,,43.387219,-1.6636947,True,FR,France
Berwick-on-Tweed,"Berwick-on-Tweed, England","berwick ontario tweed, england, England",1,,,,55.7692442,-2.0026472,True,GB,England
"Minden,Saxony,Germany",,,1,,,,51.4161908,9.6550096,True,DE,Germany
",,,Russia",,,1,,,,64.6863136,97.7453061,True,NONE,
"Fawley,Bucks","Fawley, England","fawley, england, England",1,,,,51.7834994,-0.8946441,True,GB,England
"Kaiserslautern,Germany",,,1,,,,49.4432174,7.7689951,True,DE,Germany
Worms,"Worms, Germany","worms, germany",1,,,,49.6302618,8.3620898,True,DE,Germany
York,"York, England","york, england, England",1,,,,53.9656578,-1.0743052,True,GB,England
Ipswich,"Ipswich, England","ipswich, england, England",1,,,,52.0579324,1.1528095,True,GB,England
"Cologne,Germany",,,1,,,,50.938361,6.959974,True,DE,Germany
Lund,"Lund, Sweden","lund, sweden",1,,,,55.7029296,13.1929449,True,SE,Sweden
"Saille,Near Guerrand","Saille, France","saille, france",1,,,,47.329,-2.427,True,FR,France
Sceaux,"Sceaux, France","sceaux, france",1,,,,47.5147285,4.0218449,True,FR,France
Gluckstadt,"Gluckstadt, Germany","gluckstadt, germany",1,,,,53.787927,9.4238157,True,DE,Germany
Lauenburg,"Lauenburg, Germany","lauenburg, germany",1,,,,53.3789803,10.5513889,True,DE,Germany
Augustenburg,"Augustenburg, Germany","augustenburg, germany",1,,,,54.9506719,9.8743203,True,DE,Germany
Compiegne,"Compiegne, France","compiegne, france",1,,,,49.4179497,2.8263171,True,FR,France
"Guildhall,London,England",,,1,,,,51.5159066,-0.092024,True,GB,England
